id,trigger,conditions,script,text,options,notes
shipTrophyIsaSubtypeSelected,DialogOptionSelected,IsaContactRulesCMD isSubtypeOption,"IsaContactRulesCMD prepareSubtypeFromOption
FireBest ShipTrophyIsaSubtypeComment
FireBest ShipTrophyIsaSubtypeState",,,
shipTrophyIsaSubtypeCommentXiv,ShipTrophyIsaSubtypeComment,IsaContactRulesCMD currentSubtype xiv score:100,,"""XIV battlegroup hulls are history stapled to big guns."" Isa says. ""Very hard to argue with once the armor starts moving.""",,
shipTrophyIsaSubtypeCommentLp,ShipTrophyIsaSubtypeComment,IsaContactRulesCMD currentSubtype lp score:100,,"""Path ships are floating disasters with engines. Dangerous lesson set, but useful if you respect how much they are willing to martyr themselves.""",,
shipTrophyIsaSubtypeCommentLg,ShipTrophyIsaSubtypeComment,IsaContactRulesCMD currentSubtype lg score:100,,"""Lion's Guard work is parade paint over surprisingly decent forge-level tuning. Ignoring the garbage wiring and that man-mulcher they call the 'Energy Bolt Coherer', it's got a surprisingly practical layout. For some of the patterns, anways.""",,
shipTrophyIsaSubtypeCommentTt,ShipTrophyIsaSubtypeComment,IsaContactRulesCMD currentSubtype tt score:100,,"""Tri-Tachyon legacy hulls hide their best tricks in the absence of obvious machinery. Their comapny is lies on lies, but their ships sing a different story.""",,
shipTrophyIsaSubtypeCommentKnights,ShipTrophyIsaSubtypeComment,IsaContactRulesCMD currentSubtype knights_of_ludd score:100,,"""This family has its own habits,"" Isa says. ""Get enough examples into our network and the design patterns start showing through.""",,
shipTrophyIsaSubtypeCommentUaf,ShipTrophyIsaSubtypeComment,IsaContactRulesCMD currentSubtype uaf score:100,,"""This family has its own habits,"" Isa says. ""Get enough examples into our network and the design patterns start showing through.""",,
shipTrophyIsaSubtypeCommentIronShell,ShipTrophyIsaSubtypeComment,IsaContactRulesCMD currentSubtype iron_shell score:100,,"""This family has its own habits,"" Isa says. ""Get enough examples into our network and the design patterns start showing through.""",,
shipTrophyIsaSubtypeCommentRemnant,ShipTrophyIsaSubtypeComment,IsaContactRulesCMD currentSubtype remnant score:100,,"""This family has its own habits,"" Isa says. ""Get enough examples into our network and the design patterns start showing through.""",,
shipTrophyIsaSubtypeCommentDerelict,ShipTrophyIsaSubtypeComment,IsaContactRulesCMD currentSubtype domain_derelict score:100,,"""This family has its own habits,"" Isa says. ""Get enough examples into our network and the design patterns start showing through.""",,
shipTrophyIsaSubtypeCommentGeneric,ShipTrophyIsaSubtypeComment,,,"""This family has its own habits,"" Isa says. ""Get enough examples into our network and the design patterns start showing through.""",,
shipTrophyIsaSubtypeInactive,ShipTrophyIsaSubtypeState,!IsaContactRulesCMD currentSubtypeActive,"SetShortcut ship_trophy_isa_close ""ESCAPE""","""That ledger isn't active right now,"" Isa says. ""Might be a missing mod, might be a bad index.""","0:ship_trophy_isa_open:Back.
100:ship_trophy_isa_close:Cut the comm link.",
shipTrophyIsaSubtypeLocked,ShipTrophyIsaSubtypeState,"IsaContactRulesCMD currentSubtypeActive
!IsaContactRulesCMD currentSubtypeUnlocked","FireAll ShipTrophyIsaSubtypeLockedText
FireBest ShipTrophyIsaSubtypeLockedOptions",,,
shipTrophyIsaSubtypeLockedText,ShipTrophyIsaSubtypeLockedText,,"SetTextHighlightColors hColor hColor hColor hColor
SetTextHighlights $shipTrophyIsaSubtypeCurrentDp $shipTrophyIsaSubtypeUnlockDp $shipTrophyIsaSubtypeShowcaseName $shipTrophyIsaSubtypeRemainingDp","Showcase progress: $shipTrophyIsaSubtypeCurrentDp / $shipTrophyIsaSubtypeUnlockDp DP worth of $shipTrophyIsaSubtypeShowcaseName ships.

""Not enough examples yet. Bring me $shipTrophyIsaSubtypeRemainingDp more DP worth and the pattern should stop lying to us.""",,
shipTrophyIsaSubtypeLockedOptionsVanilla,ShipTrophyIsaSubtypeLockedOptions,!IsaContactRulesCMD currentSubtypeModded,"SetShortcut ship_trophy_isa_close ""ESCAPE""",,"0:ship_trophy_isa_subtypes:Back.
100:ship_trophy_isa_close:Cut the comm link.",
shipTrophyIsaSubtypeLockedOptionsModded,ShipTrophyIsaSubtypeLockedOptions,IsaContactRulesCMD currentSubtypeModded,"SetShortcut ship_trophy_isa_close ""ESCAPE""",,"0:ship_trophy_isa_modded_subtypes:Back.
100:ship_trophy_isa_close:Cut the comm link.",
shipTrophyIsaSubtypeUnlocked,ShipTrophyIsaSubtypeState,"IsaContactRulesCMD currentSubtypeActive
IsaContactRulesCMD currentSubtypeUnlocked","FireAll ShipTrophyIsaSubtypeUnlockedText
FireBest ShipTrophyIsaSubtypeUnlockedOptions",,,
shipTrophyIsaSubtypeUnlockedText,ShipTrophyIsaSubtypeUnlockedText,,"SetTextHighlightColors hColor hColor hColor
SetTextHighlights $shipTrophyIsaSubtypeCurrentDp $shipTrophyIsaSubtypeUnlockDp $shipTrophyIsaSubtypeShowcaseName","Showcase progress: $shipTrophyIsaSubtypeCurrentDp / $shipTrophyIsaSubtypeUnlockDp DP worth of $shipTrophyIsaSubtypeShowcaseName ships.

Isa drags the $shipTrophyIsaSubtypeShowcaseName display records into a single stack. For a moment the diagrams fight each other, then snap into one clean pattern.

""There. The samples finally agree on what they were trying to do,"" she says. ""Or at least they are lying consistently now.""",,
shipTrophyIsaSubtypeUnlockedOptionsNewVanilla,ShipTrophyIsaSubtypeUnlockedOptions,"!IsaContactRulesCMD currentSubtypeUnlockSeen
!IsaContactRulesCMD currentSubtypeModded","SetOptionColor ship_trophy_isa_subtype_unlock_current highlight
SetTooltip ship_trophy_isa_subtype_unlock_current ""Isa has completed the $shipTrophyIsaSubtypeHullmodName modspec.""
SetShortcut ship_trophy_isa_close ""ESCAPE""",,"0:ship_trophy_isa_subtype_unlock_current:""What did they teach you?""
90:ship_trophy_isa_subtypes:Back.
100:ship_trophy_isa_close:Cut the comm link.",
shipTrophyIsaSubtypeUnlockedOptionsSeenVanilla,ShipTrophyIsaSubtypeUnlockedOptions,"IsaContactRulesCMD currentSubtypeUnlockSeen
!IsaContactRulesCMD currentSubtypeModded","SetTooltip ship_trophy_isa_subtype_unlock_current ""Isa has completed the $shipTrophyIsaSubtypeHullmodName modspec.""
SetShortcut ship_trophy_isa_close ""ESCAPE""",,"0:ship_trophy_isa_subtype_unlock_current:""What did they teach you?""
90:ship_trophy_isa_subtypes:Back.
100:ship_trophy_isa_close:Cut the comm link.",
shipTrophyIsaSubtypeUnlockedOptionsNewModded,ShipTrophyIsaSubtypeUnlockedOptions,"!IsaContactRulesCMD currentSubtypeUnlockSeen
IsaContactRulesCMD currentSubtypeModded","SetOptionColor ship_trophy_isa_subtype_unlock_current highlight
SetTooltip ship_trophy_isa_subtype_unlock_current ""Isa has completed the $shipTrophyIsaSubtypeHullmodName modspec.""
SetShortcut ship_trophy_isa_close ""ESCAPE""",,"0:ship_trophy_isa_subtype_unlock_current:""What did they teach you?""
90:ship_trophy_isa_modded_subtypes:Back.
100:ship_trophy_isa_close:Cut the comm link.",
shipTrophyIsaSubtypeUnlockedOptionsSeenModded,ShipTrophyIsaSubtypeUnlockedOptions,"IsaContactRulesCMD currentSubtypeUnlockSeen
IsaContactRulesCMD currentSubtypeModded","SetTooltip ship_trophy_isa_subtype_unlock_current ""Isa has completed the $shipTrophyIsaSubtypeHullmodName modspec.""
SetShortcut ship_trophy_isa_close ""ESCAPE""",,"0:ship_trophy_isa_subtype_unlock_current:""What did they teach you?""
90:ship_trophy_isa_modded_subtypes:Back.
100:ship_trophy_isa_close:Cut the comm link.",
shipTrophyIsaSubtypeUnlockSelected,DialogOptionSelected,$option == ship_trophy_isa_subtype_unlock_current,"IsaContactRulesCMD prepareCurrentSubtype
FireBest ShipTrophyIsaSubtypeUnlockState",,,
shipTrophyIsaSubtypeUnlockVanilla,ShipTrophyIsaSubtypeUnlockState,"IsaContactRulesCMD currentSubtypeActive
IsaContactRulesCMD currentSubtypeUnlocked
!IsaContactRulesCMD currentSubtypeModded","IsaContactRulesCMD markCurrentSubtypeSeen
SetTextHighlightColors hColor
SetTextHighlights $shipTrophyIsaSubtypeReceipt
SetShortcut ship_trophy_isa_close ""ESCAPE""","""Enough."" Isa signs the file with one quick stroke and sends it to your terminal. ""The yard crews have their modspec.""

$shipTrophyIsaSubtypeReceipt

""Frame it, will ya?""","0:ship_trophy_isa_subtypes:Back.
100:ship_trophy_isa_close:Cut the comm link.",
shipTrophyIsaSubtypeUnlockModded,ShipTrophyIsaSubtypeUnlockState,"IsaContactRulesCMD currentSubtypeActive
IsaContactRulesCMD currentSubtypeUnlocked
IsaContactRulesCMD currentSubtypeModded","IsaContactRulesCMD markCurrentSubtypeSeen
SetTextHighlightColors hColor
SetTextHighlights $shipTrophyIsaSubtypeReceipt
SetShortcut ship_trophy_isa_close ""ESCAPE""","""Enough."" Isa signs the file with one quick stroke and sends it to your terminal. ""The yard crews have their modspec.""

$shipTrophyIsaSubtypeReceipt

""Frame it, will ya?""","0:ship_trophy_isa_modded_subtypes:Back.
100:ship_trophy_isa_close:Cut the comm link.",
shipTrophyIsaSubtypeUnlockFailed,ShipTrophyIsaSubtypeUnlockState,!IsaContactRulesCMD currentSubtypeActive,"SetShortcut ship_trophy_isa_close ""ESCAPE""","""Not yet,"" Isa says. ""The display pattern isn't stable enough.""","0:ship_trophy_isa_open:Back.
100:ship_trophy_isa_close:Cut the comm link.",
shipTrophyIsaSubtypeUnlockNoLongerReady,ShipTrophyIsaSubtypeUnlockState,"IsaContactRulesCMD currentSubtypeActive
!IsaContactRulesCMD currentSubtypeUnlocked","SetShortcut ship_trophy_isa_close ""ESCAPE""","""Not yet,"" Isa says. ""The display pattern isn't stable enough.""","0:ship_trophy_isa_open:Back.
100:ship_trophy_isa_close:Cut the comm link.",
shipTrophyIsaJoinReady,DialogOptionSelected,"$option == ship_trophy_isa_join_fleet
!IsaContactRulesCMD alreadyJoined
IsaContactRulesCMD canJoin","SetOptionColor ship_trophy_isa_join_fleet_confirm highlight
SetTooltip ship_trophy_isa_join_fleet_confirm ""Isa will join your officer roster.""
SetShortcut ship_trophy_isa_close ""ESCAPE""","For once, Isa has no slate in her hands. No schematics, no lists, no half-disassembled parts balanced on the furniture. Just a travel case at her feet and a hard little smile she is trying, unsuccessfully, to hide.

""The Hall can run without me staring over its shoulder now,"" she says. ""Every ledger is clean. Every weird old hull has taught us what it was going to teach from a dock. So if you'll have me, Captain, I want to join you. I want to see what legacies looks like when they're being made.""","0:ship_trophy_isa_join_fleet_confirm:""Let's go write history.""
90:ship_trophy_isa_open:Back.
100:ship_trophy_isa_close:Cut the comm link.",
shipTrophyIsaJoinAlready,DialogOptionSelected,"$option == ship_trophy_isa_join_fleet
IsaContactRulesCMD alreadyJoined","SetTextHighlightColors hColor
SetTextHighlights ""Isa has already joined your fleet as an officer.""
SetShortcut ship_trophy_isa_close ""ESCAPE""",Isa has already joined your fleet as an officer.,"0:ship_trophy_isa_open:Back to contact dialogue.
100:ship_trophy_isa_close:Cut the comm link.",
shipTrophyIsaJoinIncomplete,DialogOptionSelected,"$option == ship_trophy_isa_join_fleet
!IsaContactRulesCMD alreadyJoined
!IsaContactRulesCMD canJoin","SetShortcut ship_trophy_isa_close ""ESCAPE""",The Hall of Triumph is not quite ready for Isa to leave her workshop yet.,"0:ship_trophy_isa_open:Back to contact dialogue.
100:ship_trophy_isa_close:Cut the comm link.",
shipTrophyIsaJoinConfirm,DialogOptionSelected,"$option == ship_trophy_isa_join_fleet_confirm
!IsaContactRulesCMD alreadyJoined
IsaContactRulesCMD canJoin","IsaContactRulesCMD grantOfficer
SetTextHighlightColors hColor
SetTextHighlights ""Isa has joined your fleet as an officer.""
SetShortcut ship_trophy_isa_close ""ESCAPE""",Isa has joined your fleet as an officer.,"0:ship_trophy_isa_open:Back to contact dialogue.
100:ship_trophy_isa_close:Cut the comm link.",Direct success response; avoids a second result-dispatch trigger.
shipTrophyIsaJoinConfirmAlready,DialogOptionSelected,"$option == ship_trophy_isa_join_fleet_confirm
IsaContactRulesCMD alreadyJoined","SetTextHighlightColors hColor
SetTextHighlights ""Isa has already joined your fleet as an officer.""
SetShortcut ship_trophy_isa_close ""ESCAPE""",Isa has already joined your fleet as an officer.,"0:ship_trophy_isa_open:Back to contact dialogue.
100:ship_trophy_isa_close:Cut the comm link.",Direct stale-confirmation fallback.
shipTrophyIsaJoinConfirmIncomplete,DialogOptionSelected,"$option == ship_trophy_isa_join_fleet_confirm
!IsaContactRulesCMD alreadyJoined
!IsaContactRulesCMD canJoin","SetShortcut ship_trophy_isa_close ""ESCAPE""",The Hall of Triumph is not quite ready for Isa to leave her workshop yet.,"0:ship_trophy_isa_open:Back to contact dialogue.
100:ship_trophy_isa_close:Cut the comm link.",Direct stale-confirmation fallback.
shipTrophyIsaBarPrompt,ShipTrophyIsaBarPrompt,,,"A lean, red-haired spacer with her overalls still dusted in machine oil and soot watches the traffic from the dockside bar at $shipTrophyIsaBarMarketName. Her crew has staked out a bar table under a spread of projected hull sections. They're in the middle of some lively debate over the feasibility of some kind of ship technology. Coaxial weaponry, by the looks of it. Her eyes glint as she sees hull after hull move in and out of the designated display berth.",0:ship_trophy_isa_bar_begin:Approach the salvager watching the Hall of Triumph traffic.,CSV-owned prompt; Java substitutes the event object required by BaseBarEvent.
shipTrophyIsaBarIntro,ShipTrophyIsaBarIntro,,,"Her crew whispers as you approach and hurriedly clean up the blueprints. The spacer, however, turns and beams at you.

She sticks out a daintier hand than you were expecting.

""Call me Isa. Chief nanoforge architect of Customa Ship Architectures. You're $shipTrophyIsaBarPlayerRank $shipTrophyIsaBarPlayerName, right?""","0:ship_trophy_intro_greeting:""Welcome to $shipTrophyIsaBarMarketName, ma'am and gentlemen.""
10:ship_trophy_intro_ludd:""Bright and true. Ludd's peace be on you.""
20:ship_trophy_intro_respect:""So you've heard of me. Nice to know someone on this rock respects me.""",CSV-owned first meeting.
shipTrophyIsaBarGreeting,ShipTrophyIsaBarGreeting,,FireAll ShipTrophyIsaBarPitch,"Isa does an exaggerated curtsy.

""Ma'am!"" she repeats. ""Hear that?"" She calls over her shoulder, to the genial cheers of her men. ""We're respectable citizens now!""

Isa straightens and gives your entourage an appraising look. Her gaze passes over the uniforms, the sidearms, and finally the power-armored marines at your back. You swear you can see her smile widen.",,Greeting branch before the shared pitch.
shipTrophyIsaBarLudd,ShipTrophyIsaBarLudd,,FireAll ShipTrophyIsaBarPitch,"Isa places one hand over her heart and does an exaggerated clasp of her hands in prayer.

""And on you, $shipTrophyIsaBarPlayerRank. May your reactors run cool, your seals hold pressure, and every unexploded missile stay that way until someone else finds it. Aaaaa-Men.""

She smiles.

""Every spacer finds religion eventually. Usually right after the life-support alarms start.""",,Luddic greeting branch before the shared pitch.
shipTrophyIsaBarRespect,ShipTrophyIsaBarRespect,,"IsaContactRulesCMD showBodyguards
SetTextHighlightColors $shipTrophyIsaMarineOneColor $shipTrophyIsaMarineTwoColor
SetTextHighlights $shipTrophyIsaMarineOneLine $shipTrophyIsaMarineTwoLine","Isa glances at your power-armored bodyguards flanking you.

She points.

""$shipTrophyIsaMarineOneLine"" one of your oldest marines says.

""$shipTrophyIsaMarineTwoLine"" The other huffs.","0:ship_trophy_intro_respect_2:""I hate you both.""",Marine banter branch.
shipTrophyIsaBarRespectTwo,ShipTrophyIsaBarRespectTwo,,FireAll ShipTrophyIsaBarPitch,"""Uh huh..."" Isa raises an eyebrow.",,Marine banter rejoinder before the shared pitch.
shipTrophyIsaBarPitch,ShipTrophyIsaBarPitch,,,"""Well, I'll cut to the chase, $shipTrophyIsaBarPlayerRank."" Isa looks up. ""I saw your vanity project out there. Your 'Hall of Triumph'. All those amazing ships with hundreds of cycles of history... I want you to hire us to research those ship frames.""

Isa looks out to the window wall that makes up the bar. For the first time, her eyes steady and her gaze turns far away. Another ship is floating in from dock, being towed into your museum. ""It really is incredible...""",0:ship_trophy_intro_explanation_2:We've got ship engineers already.,Shared hiring pitch.
shipTrophyIsaBarPitchTwo,ShipTrophyIsaBarPitchTwo,,"SetShortcut ship_trophy_leave ""ESCAPE""","""Not like us you don't."" Isa grins. ""We'll work on commish. Just bring my team enough examples of those specialized hullframes, and I can work our magicks on modularizing the upgrades.""","0:ship_trophy_intro_explanation_3:""Stars above. You can really do that?""
100:ship_trophy_leave:Leave her to her crew.",Second hiring pitch beat.
shipTrophyIsaBarPitchThree,ShipTrophyIsaBarPitchThree,,"SetShortcut ship_trophy_leave ""ESCAPE""","""My team is the best in the sector. I'm the best in the entire Domain."" Isa raises her fist and pulls you in with her other hand into a bump. ""I promise you that.""","0:ship_trophy_accept:""Show me.""
100:ship_trophy_leave:Leave her to her crew.",Final hiring decision.
shipTrophyIsaBarAccepted,ShipTrophyIsaBarAccepted,,"SetTextHighlightColors hColor hColor
SetTextHighlights ""Isa is now listed as a contact"" $shipTrophyIsaBarMarketName
PlaySound ui_contact_developed
SetShortcut ship_trophy_leave ""ESCAPE""","Isa gives a brisk nod. ""Good. I'll rent an office 'round here by today. Ask around for Isa Leicester if you want a read on the collection.""

Isa is now listed as a contact at $shipTrophyIsaBarMarketName.",100:ship_trophy_leave:Return to the bar.,Contact acceptance; lifecycle state remains in Java.
shipTrophyIsaHallCompletion,ShipTrophyIsaHallCompletion,,"SetTextHighlightColors hColor hColor
SetTextHighlights $shipTrophyIsaCompletionHomeName ""Hall of Triumph is complete""
SetOptionColor ship_trophy_hall_complete_leave highlight
SetTooltip ship_trophy_hall_complete_leave ""Isa has joined the fleet, and the Hall of Triumph stands complete.""
PlaySound ui_contact_developed
SetShortcut ship_trophy_hall_complete_leave ""ESCAPE""","A private channel opens on the fleet's command display. Isa is standing only a few steps away, but she has routed a live gallery feed from $shipTrophyIsaCompletionHomeName across the screen before saying anything.

The view settles on ranks of restored hulls beneath the gallery lights, each faction's doctrine preserved in steel, circuitry, and old scars.

""I wanted to see it from out here,"" Isa says at last. ""The whole thing at once. One last time, before I leave.""

""You've done it, Captain. The Hall of Triumph is done. Not finished, mind you; places like this are never finished. But every core ledger is preserved under one roof. Not under war, but peace.""

Isa glances from the distant gallery to the fleet around you. ""The Hall can preserve what came before. From here on, we get to make what comes next. Thank you for giving me a place in it.""","0:ship_trophy_hall_complete_leave:Welcome aboard, Chief.",CSV-owned Hall completion cinematic.
shipTrophyIsaShatteredRingHomecoming,OpenInteractionDialog,IsaHomecomingCMD shouldShow score:30000,IsaHomecomingCMD prepare,"Shattered Ring comes into view one broken section at a time.

Three vast arcs circle the barren moon below, each turning at a slightly different rate. Pressurized bridges, cargo gantries, and naked lengths of structural cable span some of the gaps. Others remain open to space, their severed ends capped with bulkheads scavenged from old ships.

The self-governing colony looks less constructed than prevented from falling apart. Isa appears beside the navigation station and plants both hands on your navigator’s desk.

""Take us around the dark side.""

Your navigator glances at the approach plot.

""Traffic beacon’s directing us sunward.""

""That traffic beacon’s been wrong since I was twelve.""

As if summoned by the insult, the comm channel crackles.

""Approaching fleet, inbound bearing zero-three-five, elevation minus one-two. Reduce velocity and prepare to receive docking procedures—""

Isa leans over the console.

""Arthur? Tell Garret it’s me.""

There is a long pause.

""Isaac?"" another voice says. ""Thought we were finally rid of you.""

""Call me that again and I’ll come up there and kick your butt all over comms.""

Garret laughs.

""Roger that. Take the locals' approach queue. You know the way. Over.""

Isa closes the channel.

""Bay Fourteen,"" she tells the navigator, pointing at a row of glowing beacons hidden behind one of the arcs.","0:ship_trophy_isa_homecoming_isaac:""Isaac?""
10:ship_trophy_isa_homecoming_familiar:""You seem familiar with the place.""",Expanded one-time homecoming scene when officer Isa returns to the Shattered Ring.
shipTrophyIsaShatteredRingHomecomingIsaac,DialogOptionSelected,$option == ship_trophy_isa_homecoming_isaac,FireAll ShipTrophyIsaHomecomingDocking,"Isa points a finger at you.

""Shut up.""",,Isa refuses to discuss the old name before docking.
shipTrophyIsaShatteredRingHomecomingNo,DialogOptionSelected,$option == ship_trophy_isa_homecoming_no,FireAll ShipTrophyIsaHomecomingDocking,"""No questions. No jokes. No telling the bodyguards.""

Behind you, one of your bodyguards discreetly opens a note on their slate.

Isa points at them too.

""Wei. I can see you.""",,Isa catches Wei taking notes before docking.
shipTrophyIsaShatteredRingHomecomingFamiliar,DialogOptionSelected,$option == ship_trophy_isa_homecoming_familiar,FireAll ShipTrophyIsaHomecomingDocking,"""I grew up here.""

Isa studies the approaching station.

""Mostly in Arc Two. Arc One had the good machine shops, but their gravity used to cut out whenever the ore processor started.""",,Isa identifies the Ring as her childhood home.
shipTrophyIsaShatteredRingHomecomingDocking,ShipTrophyIsaHomecomingDocking,,,"Bay Fourteen accepts your approaching fleet with a tremendous metallic cacophony.

The entire docking tube shudders as the clamps engage. Something heavy strikes the outer hull, tumbles away, and disappears beneath the berth.

Isa waits for the noise to stop.

""Perfect.""

Everyone on your bridge exchanges looks. The docking tube groans again. Your flagship shifts in its berth with a tremendous crunch.

""Even more perfect.""

By the time you reach the main concourse, word has spread.

Dockworkers call to Isa from the overhead gantries. A food vendor reaches across his counter to press a foil-wrapped pastry into her hand. Someone shouts that the recycler on Level Six is making the drinking water taste metallic again.

A child in an oversized pressure suit runs up and presents her with a cracked maneuvering thruster valve. Isa crouches, turns it over in her hands, and tells him which seal needs replacing.

Before you have crossed half the concourse, one of your bodyguards is carrying a crate of machine parts for an elderly mechanic. Another is holding a ladder steady while Isa points out a flickering light panel for an electrician.

Nobody has asked who you are.","0:ship_trophy_isa_homecoming_missed:""I see you’ve missed them too.""
10:ship_trophy_isa_homecoming_charged:""Are we charging for these repairs?""",Shared Shattered Ring docking sequence.
shipTrophyIsaShatteredRingHomecomingMissed,DialogOptionSelected,$option == ship_trophy_isa_homecoming_missed,FireAll ShipTrophyIsaHomecomingForeman,"""I didn’t say I missed anybody.""

The light above her flickers twice, then steadies.

From the floor below, someone calls, ""We missed you too, Isaac!""

Isa closes her eyes.",,Isa fails to conceal that she missed the Ring.
shipTrophyIsaShatteredRingHomecomingCharged,DialogOptionSelected,$option == ship_trophy_isa_homecoming_charged,,"Isa looks back from the ladder.

""You own a fleet. You're basically royalty around here.""

She returns to the light panel.

""This is the oblige part.""","0:ship_trophy_isa_homecoming_noblesse:""My favorite part of being royalty. Noblesse oblige.""",The player asks whether Isa's repairs are billable.
shipTrophyIsaShatteredRingHomecomingNoblesse,DialogOptionSelected,$option == ship_trophy_isa_homecoming_noblesse,FireAll ShipTrophyIsaHomecomingForeman,,,Converges on the salvage foreman.
shipTrophyIsaShatteredRingHomecomingForeman,ShipTrophyIsaHomecomingForeman,,,"An old salvage foreman is waiting when Isa climbs down.

He wears a patched station utility suit, its original insignia hidden beneath decades of repairs. Under one arm, he carries a narrow metal case marked with faded cryogenic-handling symbols.

Isa’s good humor disappears.

""Where did you get that?""

""Found it behind the plating in Calder’s old storeroom,"" the foreman says. ""Station council was clearing out abandoned property.""

He holds the case toward her.

The people passing through the concourse give the three of you a wide berth. Finally, Isa wipes her hands against her trousers and accepts the case.

""Thanks.""

The foreman nods. Before leaving, he looks toward you.

""She was wrapped in that when we found her. I used it as a changing mat for the first few weeks, too.""

Isa throws a glove at the man.

""You didn’t have to tell $playerHimOrHer that.""

""Why not? You weren’t going to.""

The old man laughs, then disappears into the crowd.","0:ship_trophy_isa_homecoming_private:""We can open it somewhere private.""
10:ship_trophy_isa_homecoming_silent:Say nothing.",The foreman returns the suit in which Isa was found.
shipTrophyIsaShatteredRingHomecomingPrivate,DialogOptionSelected,$option == ship_trophy_isa_homecoming_private,FireAll ShipTrophyIsaHomecomingWorkshop,,,The player suggests privacy.
shipTrophyIsaShatteredRingHomecomingSilent,DialogOptionSelected,$option == ship_trophy_isa_homecoming_silent,FireAll ShipTrophyIsaHomecomingWorkshop,,,The player silently follows Isa.
shipTrophyIsaShatteredRingHomecomingWorkshop,ShipTrophyIsaHomecomingWorkshop,,,"Isa leads you through the station without speaking.

You descend through Arc Two, past hydroponics bays and crowded habitation decks, until the finished corridors give way to exposed conduits and old pressure doors.

The gravity weakens with each level.

Isa adjusts automatically, shortening her steps whenever the deck shifts beneath her. Your bodyguards are less graceful. One catches the overhead piping to avoid drifting into a wall.

At last, Isa opens an abandoned machine shop.

Several names have been carved into the pressure door. Hers is among them, scratched low enough that whoever wrote it must have been very young.

ISA LESESTER IS DA BEST.

She sets the case on an old workbench. Inside is a child-sized bundle of pressure fabric, folded carefully beneath a transparent preservation sheet.

The material was once white. Radiation and age have yellowed it almost to brown. Several sections have been cut from a much larger suit and crudely flextaped together, turning the spacesuit into something more like a cradle.

A blackened name strip remains attached to the collar.

LEICESTER, ISAAC.

Isa touches two fingers to the transparent sheet.

""This is where they got it,"" she says. ""My name.""","0:ship_trophy_isa_homecoming_named:""You were named after the suit?""",Isa opens the preserved suit in an abandoned childhood workshop.
shipTrophyIsaShatteredRingHomecomingNamed,DialogOptionSelected,$option == ship_trophy_isa_homecoming_named,,"""I’m a ‘pod person.’ They thawed me out of a cryopod when I was still a baby, all swaddled up in that.""

Isa gives you a smile.

""I went by the name on the label until I was old enough to realize ‘Isaac’ was a man’s name.""","0:ship_trophy_isa_homecoming_scan:""Cryosuspension that young is almost unheard of. Standard protocols prohibit it below eight cycles.""",Isa explains the borrowed name.
shipTrophyIsaShatteredRingHomecomingScan,DialogOptionSelected,$option == ship_trophy_isa_homecoming_scan,,"""My great claim to fame,"" Isa says, smiling. ""Youngest ‘pod person’ on my Arc.""

A small metal contact is visible beneath the scorched collar.

Isa stops smiling.

""That wasn’t there before.""

She releases the preservation seal and carefully lifts the suit onto the workbench. The fabric crackles as she turns the collar over, shedding small flecks of decayed plastic onto the surface below.

The frayed insulation has exposed an identification wafer embedded beneath the name strip.

Isa removes her slate.

On scan, her slate’s display splits into dozens of windows. Her delta-level AI agents begin testing ancient authentication protocols, interpolating damaged sectors, and comparing the wafer against surviving Domain registries.

""You don’t have to stay,"" she says.","0:ship_trophy_isa_homecoming_go:""Let me know when you need me.""
10:ship_trophy_isa_homecoming_stay:""I don’t have to go.""",Isa finds a concealed identification wafer inside the suit.
shipTrophyIsaShatteredRingHomecomingGo,DialogOptionSelected,$option == ship_trophy_isa_homecoming_go,,"Isa glances at you, then nods.

""Thanks, $playerRank.""","0:ship_trophy_isa_homecoming_privacy:""I’ll give you privacy. Wei, Yvan.""",The player offers Isa privacy.
shipTrophyIsaShatteredRingHomecomingPrivacy,DialogOptionSelected,$option == ship_trophy_isa_homecoming_privacy,FireAll ShipTrophyIsaHomecomingRegistryOne,"You walk out with your bodyguards, leaving Isa to it.

Outside the workshop, Shattered Ring creaks and groans around you. Pumps cycle behind the walls. Somewhere far below, a cargo lift begins its slow ascent through the arc.

You had finally cornered Yvan in your chess match. It was going to be weeks before you rolled a Chess960 setup that good again.

After a few minutes, Isa calls from the workshop.",,The player waits outside with Wei and Yvan.
shipTrophyIsaShatteredRingHomecomingStay,DialogOptionSelected,$option == ship_trophy_isa_homecoming_stay,FireAll ShipTrophyIsaHomecomingRegistryOne,"Isa glances at you, then nods.

""Thanks, $playerRank.""

And she returns to the slate.

Minutes pass.

Outside the workshop, Shattered Ring creaks and groans around you. Pumps cycle behind the walls. Somewhere far below, a cargo lift begins its slow ascent through the arc.",,The player remains with Isa.
shipTrophyIsaShatteredRingHomecomingRegistryOne,ShipTrophyIsaHomecomingRegistryOne,,,"One of the windows on Isa’s slate turns green. A personal log opens.",0:ship_trophy_isa_homecoming_registry_two:Play the recovered log.,Isa opens Personal Log 1765 from the hidden wafer.
